"feature","factor","value","view"
"OID20488","Factor9",0.0141117554157972,"Protein"
"OID20155","Factor9",0.0617192685604095,"Protein"
"OID21171","Factor9",-0.0301818680018187,"Protein"
"OID20176","Factor9",-0.0477208234369755,"Protein"
"OID20540","Factor9",-0.0447493009269238,"Protein"
"OID21059","Factor9",-0.0457668378949165,"Protein"
"OID21401","Factor9",0.124326981604099,"Protein"
"OID20972","Factor9",-0.0832130536437035,"Protein"
"OID21162","Factor9",0.0335590839385986,"Protein"
"OID21063","Factor9",-0.150403693318367,"Protein"
"OID21435","Factor9",-0.200482964515686,"Protein"
"OID21316","Factor9",-0.0224735494703054,"Protein"
"OID21336","Factor9",0.00556740164756775,"Protein"
"OID21471","Factor9",-0.073801077902317,"Protein"
"OID20427","Factor9",-0.00924117956310511,"Protein"
"OID20750","Factor9",-0.24100686609745,"Protein"
"OID20763","Factor9",0.0501125790178776,"Protein"
"OID21331","Factor9",-0.0758322030305862,"Protein"
"OID20424","Factor9",-0.0948230624198914,"Protein"
"OID21046","Factor9",-0.0576218739151955,"Protein"
"OID21352","Factor9",-0.0402824059128761,"Protein"
"OID20792","Factor9",0.0293950587511063,"Protein"
"OID21027","Factor9",-0.0979652404785156,"Protein"
"OID20822","Factor9",-0.0734201297163963,"Protein"
"OID20680","Factor9",-0.050159003585577,"Protein"
"OID20329","Factor9",-0.124557852745056,"Protein"
"OID21170","Factor9",-0.0204538721591234,"Protein"
"OID20585","Factor9",0.0180962514132261,"Protein"
"OID20114","Factor9",-0.0484448075294495,"Protein"
"OID20557","Factor9",-0.0720319822430611,"Protein"
"OID20864","Factor9",-0.0393314845860004,"Protein"
"OID20077","Factor9",0.0464004576206207,"Protein"
"OID21315","Factor9",-0.289824098348618,"Protein"
"OID20382","Factor9",0.153443887829781,"Protein"
"OID20633","Factor9",-0.0502953417599201,"Protein"
"OID21238","Factor9",-0.0222697407007217,"Protein"
"OID20932","Factor9",-0.0762246623635292,"Protein"
"OID20694","Factor9",-0.119622111320496,"Protein"
"OID20264","Factor9",-0.250911593437195,"Protein"
"OID21524","Factor9",0.182948395609856,"Protein"
"OID21447","Factor9",-0.115514561533928,"Protein"
"OID21138","Factor9",-0.177051872014999,"Protein"
"OID21172","Factor9",-0.0563304238021374,"Protein"
"OID21389","Factor9",-0.0623253844678402,"Protein"
"OID21115","Factor9",0.0251836180686951,"Protein"
"OID20211","Factor9",-0.193258613348007,"Protein"
"OID20279","Factor9",-0.0725701376795769,"Protein"
"OID20569","Factor9",-0.115030653774738,"Protein"
"OID20142","Factor9",-0.11660660803318,"Protein"
"OID20613","Factor9",-0.105519443750381,"Protein"
"OID20710","Factor9",0.0293558724224567,"Protein"
"OID20807","Factor9",-0.0506985634565353,"Protein"
"OID20713","Factor9",-0.0378423556685448,"Protein"
"OID20148","Factor9",-0.20397187769413,"Protein"
"OID20632","Factor9",0.0144148152321577,"Protein"
"OID21438","Factor9",-0.0440266355872154,"Protein"
"OID21440","Factor9",-0.111996293067932,"Protein"
"OID20549","Factor9",0.0793832466006279,"Protein"
"OID20115","Factor9",-0.0196458604186773,"Protein"
"OID21241","Factor9",-0.0436874590814114,"Protein"
"OID21529","Factor9",-0.0495457239449024,"Protein"
"OID21374","Factor9",0.11611071228981,"Protein"
"OID20154","Factor9",0.0321949571371078,"Protein"
"OID20480","Factor9",0.0492517948150635,"Protein"
"OID20767","Factor9",0.0318733789026737,"Protein"
"OID21135","Factor9",-0.150478214025497,"Protein"
"OID20320","Factor9",0.0275652818381786,"Protein"
"OID20242","Factor9",-0.0461495332419872,"Protein"
"OID20602","Factor9",0.0267893597483635,"Protein"
"OID20282","Factor9",-0.055272214114666,"Protein"
"OID21189","Factor9",-0.0334191396832466,"Protein"
"OID20652","Factor9",-0.105345733463764,"Protein"
"OID20454","Factor9",0.0121488943696022,"Protein"
"OID20302","Factor9",-0.0491453073918819,"Protein"
"OID20676","Factor9",-0.185699686408043,"Protein"
"OID21079","Factor9",0.136650562286377,"Protein"
"OID20828","Factor9",0.00367416348308325,"Protein"
"OID21423","Factor9",-0.185573920607567,"Protein"
"OID20535","Factor9",0.103655107319355,"Protein"
"OID21344","Factor9",0.013328280299902,"Protein"
"OID20451","Factor9",-0.0657569542527199,"Protein"
"OID21278","Factor9",-0.0835466086864471,"Protein"
"OID20070","Factor9",0.0218306500464678,"Protein"
"OID20529","Factor9",-0.133583456277847,"Protein"
"OID20314","Factor9",-0.0393744185566902,"Protein"
"OID21346","Factor9",-0.113111466169357,"Protein"
"OID20476","Factor9",-0.00122643692884594,"Protein"
"OID20765","Factor9",0.0994880720973015,"Protein"
"OID20915","Factor9",-0.0843474343419075,"Protein"
"OID20538","Factor9",-0.213560581207275,"Protein"
"OID21360","Factor9",-0.12812303006649,"Protein"
"OID20562","Factor9",-0.102058723568916,"Protein"
"OID21405","Factor9",-0.0276014152914286,"Protein"
"OID20774","Factor9",-0.0590677671134472,"Protein"
"OID20661","Factor9",-0.124303266406059,"Protein"
"OID20639","Factor9",-0.106668882071972,"Protein"
"OID20267","Factor9",0.0574002303183079,"Protein"
"OID20936","Factor9",0.0980713814496994,"Protein"
"OID21433","Factor9",0.0114999338984489,"Protein"
"OID20804","Factor9",0.0052791079506278,"Protein"
"OID21152","Factor9",-0.0358438491821289,"Protein"
"OID20084","Factor9",-0.0578348152339458,"Protein"
"OID20881","Factor9",-0.00531790684908628,"Protein"
"OID20612","Factor9",-0.241193816065788,"Protein"
"OID21460","Factor9",-0.0701685771346092,"Protein"
"OID20316","Factor9",-0.0388251282274723,"Protein"
"OID20373","Factor9",0.0279916003346443,"Protein"
"OID21174","Factor9",-0.121950730681419,"Protein"
"OID20140","Factor9",-0.0401895977556705,"Protein"
"OID20781","Factor9",-0.26236629486084,"Protein"
"OID20811","Factor9",0.00386389554478228,"Protein"
"OID20497","Factor9",0.00142830482218415,"Protein"
"OID21407","Factor9",0.0344460122287273,"Protein"
"OID20547","Factor9",-0.195045590400696,"Protein"
"OID20857","Factor9",-0.00742362579330802,"Protein"
"OID20401","Factor9",0.229941084980965,"Protein"
"OID21517","Factor9",-0.00323788519017398,"Protein"
"OID20530","Factor9",-0.0569734387099743,"Protein"
"OID21236","Factor9",-0.0171171855181456,"Protein"
"OID21412","Factor9",0.010435352101922,"Protein"
"OID20391","Factor9",-0.0102523881942034,"Protein"
"OID20458","Factor9",0.0162202753126621,"Protein"
"OID21404","Factor9",-0.0515885427594185,"Protein"
"OID21394","Factor9",-0.162038296461105,"Protein"
"OID21514","Factor9",-0.200440794229507,"Protein"
"OID20662","Factor9",-0.00753178587183356,"Protein"
"OID21286","Factor9",-0.021761205047369,"Protein"
"OID20884","Factor9",-0.0479643158614635,"Protein"
"OID21456","Factor9",-0.0667784065008163,"Protein"
"OID21196","Factor9",0.00813421234488487,"Protein"
"OID20599","Factor9",-0.100399486720562,"Protein"
"OID21134","Factor9",-0.00927796773612499,"Protein"
"OID20690","Factor9",-0.383077055215836,"Protein"
"OID20720","Factor9",0.0888654664158821,"Protein"
"OID20581","Factor9",-0.171499639749527,"Protein"
"OID20848","Factor9",-0.15149974822998,"Protein"
"OID21339","Factor9",-0.112597309052944,"Protein"
"OID20394","Factor9",0.00873309466987848,"Protein"
"OID20888","Factor9",-0.0500284023582935,"Protein"
"OID20290","Factor9",-0.0290082562714815,"Protein"
"OID20362","Factor9",-0.187575444579124,"Protein"
"OID21055","Factor9",-0.187529951334,"Protein"
"OID20071","Factor9",-0.0230797156691551,"Protein"
"OID20941","Factor9",-0.233275920152664,"Protein"
"OID21468","Factor9",-0.206606045365334,"Protein"
"OID20878","Factor9",-0.0187240689992905,"Protein"
"OID20834","Factor9",0.033287413418293,"Protein"
"OID20414","Factor9",-0.00472733099013567,"Protein"
"OID21359","Factor9",-0.0677207931876183,"Protein"
"OID20702","Factor9",0.0539621114730835,"Protein"
"OID21161","Factor9",0.151175260543823,"Protein"
"OID20168","Factor9",-0.0389069579541683,"Protein"
"OID21301","Factor9",-0.0809056833386421,"Protein"
"OID20556","Factor9",0.00593979330733418,"Protein"
"OID21231","Factor9",0.0126984380185604,"Protein"
"OID20525","Factor9",0.03103700093925,"Protein"
"OID20806","Factor9",0.0490409210324287,"Protein"
"OID20502","Factor9",-0.0807385295629501,"Protein"
"OID20332","Factor9",0.0943731069564819,"Protein"
"OID20668","Factor9",-0.0474519096314907,"Protein"
"OID20208","Factor9",-0.174240827560425,"Protein"
"OID20265","Factor9",0.127211034297943,"Protein"
"OID21400","Factor9",0.0724150165915489,"Protein"
"OID21518","Factor9",-0.00214285007677972,"Protein"
"OID20348","Factor9",-0.220673710107803,"Protein"
"OID20447","Factor9",0.00799684226512909,"Protein"
"OID20566","Factor9",-0.0146197788417339,"Protein"
"OID21318","Factor9",0.0865828469395638,"Protein"
"OID20352","Factor9",0.0573777481913567,"Protein"
"OID20442","Factor9",-0.143411755561829,"Protein"
"OID21458","Factor9",0.0439341217279434,"Protein"
"OID20473","Factor9",-0.138863667845726,"Protein"
"OID21147","Factor9",0.165453493595123,"Protein"
"OID20855","Factor9",0.0146448351442814,"Protein"
"OID21122","Factor9",0.0610285587608814,"Protein"
"OID21023","Factor9",-0.0639790073037148,"Protein"
"OID20493","Factor9",0.00913373567163944,"Protein"
"OID20852","Factor9",0.0396857187151909,"Protein"
"OID21429","Factor9",-0.144092157483101,"Protein"
"OID21102","Factor9",0.0318461433053017,"Protein"
"OID20629","Factor9",-0.0600963532924652,"Protein"
"OID21070","Factor9",0.178825035691261,"Protein"
"OID20281","Factor9",-0.123391143977642,"Protein"
"OID20651","Factor9",-0.0538787133991718,"Protein"
"OID21228","Factor9",-0.108188599348068,"Protein"
"OID20393","Factor9",0.0495637319982052,"Protein"
"OID20624","Factor9",0.0195737183094025,"Protein"
"OID21090","Factor9",-0.0285351369529963,"Protein"
"OID21096","Factor9",-0.139175325632095,"Protein"
"OID21194","Factor9",0.0483603775501251,"Protein"
"OID20410","Factor9",-0.0320479422807693,"Protein"
"OID21525","Factor9",-0.0992958322167397,"Protein"
"OID20229","Factor9",-0.162634819746017,"Protein"
"OID20185","Factor9",-0.0225687474012375,"Protein"
"OID20131","Factor9",0.00108337693382055,"Protein"
"OID20719","Factor9",-0.249099507927895,"Protein"
"OID20974","Factor9",0.026612788438797,"Protein"
"OID20170","Factor9",-0.192218646407127,"Protein"
"OID20231","Factor9",-0.00350163993425667,"Protein"
"OID20897","Factor9",-0.03941635414958,"Protein"
"OID21526","Factor9",0.0115608628839254,"Protein"
"OID20416","Factor9",-0.090292364358902,"Protein"
"OID20654","Factor9",-0.281731009483337,"Protein"
"OID20236","Factor9",-0.0637664347887039,"Protein"
"OID21165","Factor9",-0.158082291483879,"Protein"
"OID21424","Factor9",-0.0565268062055111,"Protein"
"OID21308","Factor9",0.0321769006550312,"Protein"
"OID20388","Factor9",0.083224706351757,"Protein"
"OID20994","Factor9",-0.115600362420082,"Protein"
"OID20747","Factor9",0.0903923436999321,"Protein"
"OID20346","Factor9",0.0956389904022217,"Protein"
"OID21362","Factor9",0.0380538776516914,"Protein"
"OID21345","Factor9",-0.0255549419671297,"Protein"
"OID20621","Factor9",0.0737952962517738,"Protein"
"OID20076","Factor9",0.0115629229694605,"Protein"
"OID21303","Factor9",-0.0818154141306877,"Protein"
"OID20835","Factor9",0.0721768513321877,"Protein"
"OID20948","Factor9",-0.115298680961132,"Protein"
"OID20565","Factor9",-0.0356186702847481,"Protein"
"OID20397","Factor9",-0.0217064339667559,"Protein"
"OID20235","Factor9",0.00261027133092284,"Protein"
"OID20255","Factor9",-0.0264574978500605,"Protein"
"OID20367","Factor9",-0.0501824095845222,"Protein"
"OID20982","Factor9",0.021898927167058,"Protein"
"OID20611","Factor9",-0.275734305381775,"Protein"
"OID20706","Factor9",-0.0682195723056793,"Protein"
"OID20773","Factor9",-0.133448332548141,"Protein"
"OID20270","Factor9",0.0642926096916199,"Protein"
"OID20199","Factor9",-0.0426627136766911,"Protein"
"OID20377","Factor9",0.0435779914259911,"Protein"
"OID20555","Factor9",-0.0341066271066666,"Protein"
"OID21240","Factor9",-0.0417618006467819,"Protein"
"OID21130","Factor9",0.077711395919323,"Protein"
"OID21028","Factor9",-0.158639132976532,"Protein"
"OID20531","Factor9",0.00778935709968209,"Protein"
"OID20130","Factor9",-0.0859541520476341,"Protein"
"OID20133","Factor9",-0.120389267802238,"Protein"
"OID20481","Factor9",0.0688306614756584,"Protein"
"OID20238","Factor9",-0.0131581919267774,"Protein"
"OID20358","Factor9",-0.0987768694758415,"Protein"
"OID21322","Factor9",-0.102331854403019,"Protein"
"OID20194","Factor9",-0.00352650205604732,"Protein"
"OID20353","Factor9",-0.0138856517150998,"Protein"
"OID20145","Factor9",0.0708207488059998,"Protein"
"OID20132","Factor9",-0.173993334174156,"Protein"
"OID21353","Factor9",-0.0213280115276575,"Protein"
"OID21230","Factor9",0.00721924193203449,"Protein"
"OID20513","Factor9",0.0701284557580948,"Protein"
"OID20082","Factor9",-0.090445801615715,"Protein"
"OID21136","Factor9",0.00992090255022049,"Protein"
"OID20380","Factor9",0.00784000661224127,"Protein"
"OID20914","Factor9",-0.0911348387598991,"Protein"
"OID20204","Factor9",0.0683582350611687,"Protein"
"OID20637","Factor9",-0.0226222351193428,"Protein"
"OID20464","Factor9",0.0960951000452042,"Protein"
"OID20957","Factor9",-0.131885081529617,"Protein"
"OID21052","Factor9",-0.0692794322967529,"Protein"
"OID20213","Factor9",0.0386499091982841,"Protein"
"OID21366","Factor9",-0.154765844345093,"Protein"
"OID20733","Factor9",-0.117445640265942,"Protein"
"OID21252","Factor9",0.0278851520270109,"Protein"
"OID20755","Factor9",-0.263750553131104,"Protein"
"OID20360","Factor9",0.000248498108703643,"Protein"
"OID20172","Factor9",-0.06590486317873,"Protein"
"OID21474","Factor9",-0.149270579218864,"Protein"
"OID20337","Factor9",-0.0848958045244217,"Protein"
"OID20487","Factor9",-0.0414652414619923,"Protein"
"OID20374","Factor9",0.060638640075922,"Protein"
"OID20754","Factor9",-0.00118643091991544,"Protein"
"OID20575","Factor9",-0.25303253531456,"Protein"
"OID20909","Factor9",0.0821688324213028,"Protein"
"OID20626","Factor9",0.0274240262806416,"Protein"
"OID20396","Factor9",-0.220276907086372,"Protein"
"OID20462","Factor9",-0.0812610313296318,"Protein"
"OID20775","Factor10",-0.00209794146940112,"Protein"
"OID20984","Factor10",0.00686187297105789,"Protein"
"OID20083","Factor10",0.00762140890583396,"Protein"
"OID21402","Factor10",0.00328010157682002,"Protein"
"OID20911","Factor10",0.00744943413883448,"Protein"
"OID20850","Factor10",0.00956858415156603,"Protein"
"OID20101","Factor10",0.00856061745434999,"Protein"
"OID21140","Factor10",0.0118765849620104,"Protein"
"OID20563","Factor10",0.00667881453409791,"Protein"
"OID20125","Factor10",-0.000949316716287285,"Protein"
"OID21485","Factor10",-0.00761669361963868,"Protein"
"OID21276","Factor10",0.00720932334661484,"Protein"
"OID20594","Factor10",0.005553990136832,"Protein"
"OID20779","Factor10",0.0183731559664011,"Protein"
"OID20983","Factor10",-0.00308601930737495,"Protein"
"OID20643","Factor10",0.00617208983749151,"Protein"
"OID20049","Factor10",-0.00568291498348117,"Protein"
"OID20312","Factor10",-0.00200333259999752,"Protein"
"OID20246","Factor10",0.00557505013421178,"Protein"
"OID20495","Factor10",0.0054972511716187,"Protein"
"OID21031","Factor10",-0.000542535213753581,"Protein"
"OID20778","Factor10",-0.000290921627311036,"Protein"
"OID20127","Factor10",0.00497228279709816,"Protein"
"OID20274","Factor10",0.00849989149719477,"Protein"
"OID21373","Factor10",-0.00356067111715674,"Protein"
"OID20559","Factor10",0.00369275663979352,"Protein"
"OID20218","Factor10",-0.00575195951387286,"Protein"
"OID20263","Factor10",-0.0169590692967176,"Protein"
"OID21489","Factor10",0.0084864292293787,"Protein"
"OID20219","Factor10",0.00531127257272601,"Protein"
"OID20192","Factor10",-0.00428487686440349,"Protein"
"OID20896","Factor10",-0.012340503744781,"Protein"
"OID20399","Factor10",-0.00379838957451284,"Protein"
"OID21297","Factor10",-0.00674493052065372,"Protein"
"OID21348","Factor10",0.00283843232318759,"Protein"
"OID20593","Factor10",-0.00337359984405339,"Protein"
"OID21395","Factor10",0.00143517460674047,"Protein"
"OID21507","Factor10",0.00778825487941504,"Protein"
"OID20729","Factor10",-0.000655459705740213,"Protein"
"OID20220","Factor10",-0.004888073541224,"Protein"
"OID21411","Factor10",-0.000206745680770837,"Protein"
"OID21387","Factor10",0.00084449932910502,"Protein"
"OID20266","Factor10",0.00496700638905168,"Protein"
"OID21461","Factor10",0.0138912051916122,"Protein"
"OID21475","Factor10",-0.00162197044119239,"Protein"
"OID20671","Factor10",0.00560638448223472,"Protein"
"OID20950","Factor10",0.00943505764007568,"Protein"
"OID20206","Factor10",0.0100773852318525,"Protein"
"OID21250","Factor10",-0.0151295708492398,"Protein"
"OID20579","Factor10",-0.00347646535374224,"Protein"
"OID20761","Factor10",0.00890569109469652,"Protein"
"OID20711","Factor10",0.0125607689842582,"Protein"
"OID20707","Factor10",0.00664562731981277,"Protein"
"OID20760","Factor10",0.00462041795253754,"Protein"
"OID20672","Factor10",0.00647495407611132,"Protein"
"OID21277","Factor10",-0.00806870590895414,"Protein"
"OID20169","Factor10",-0.00707279425114393,"Protein"
"OID20524","Factor10",-0.00757808052003384,"Protein"
"OID20523","Factor10",0.00696790404617786,"Protein"
"OID20544","Factor10",0.00328966183587909,"Protein"
"OID21047","Factor10",-0.00110049953218549,"Protein"
"OID20258","Factor10",-0.0023757154121995,"Protein"
"OID20112","Factor10",-0.0164520982652903,"Protein"
"OID20993","Factor10",0.00617849035188556,"Protein"
"OID20656","Factor10",0.0123119978234172,"Protein"
"OID20863","Factor10",-0.00794182438403368,"Protein"
"OID20640","Factor10",0.0168975405395031,"Protein"
"OID20596","Factor10",-0.00310903391800821,"Protein"
"OID20625","Factor10",0.000462976866401732,"Protein"
"OID21097","Factor10",-0.00450472673401237,"Protein"
"OID20166","Factor10",0.00670542055740952,"Protein"
"OID21306","Factor10",-0.00100458122324198,"Protein"
"OID21176","Factor10",0.00701092137023807,"Protein"
"OID21118","Factor10",0.0133364098146558,"Protein"
"OID21332","Factor10",0.0063069611787796,"Protein"
"OID20551","Factor10",-0.0040694079361856,"Protein"
"OID20856","Factor10",0.0130893616005778,"Protein"
"OID20918","Factor10",-0.00820911023765802,"Protein"
"OID21420","Factor10",0.0097257113084197,"Protein"
"OID20875","Factor10",-0.00589354196563363,"Protein"
"OID21378","Factor10",-0.00671286741271615,"Protein"
"OID21506","Factor10",-0.00375872757285833,"Protein"
"OID21459","Factor10",0.00151449756231159,"Protein"
"OID20075","Factor10",-0.00115748657844961,"Protein"
