"OlinkID","t","Assay","UniProt","MissingFreq","LOD","Panel","Panel_Version","ENTREZID"
"OID21365",-1.27127445707287,"RBP2","P50120",0.28,0.5077,"ONCOLOGY",1,"5948"
"OID21315",7.90423408090356,"LAG3","P18627",0.03,0.7778,"ONCOLOGY",1,"3902"
"OID21209",0.345095795832923,"FOPNL","Q96NB1",0.6,1.4251,"ONCOLOGY",1,"123811"
"OID21497",2.07867933835219,"KDR","P35968",0.03,0.5514,"ONCOLOGY",1,"3791"
"OID21361",1.74023313813097,"IQGAP2","Q13576",0.14,1.0955,"ONCOLOGY",1,"10788"
"OID21510",0.0212826616791582,"ERBB4","Q15303",0.03,0.3159,"ONCOLOGY",1,"2066"
"OID21233",2.2569043394958,"FMR1","Q06787",0.86,0.9417,"ONCOLOGY",1,"2332"
"OID21364",-5.17725075411565,"TMPRSS15","P98073",0.64,0.6003,"ONCOLOGY",1,"5651"
"OID21239",0.213602756321444,"FLI1","Q01543",0.76,0.7189,"ONCOLOGY",1,"2313"
"OID21200",0.603809744084868,"CCT5","P48643",0.73,0.3963,"ONCOLOGY",1,"22948"
"OID21230",-0.770052880343639,"CHAC2","Q8WUX2",0.68,0.9655,"ONCOLOGY",1,"494143"
"OID21382",-1.52023654099958,"VAT1","Q99536",0.09,0.4209,"ONCOLOGY",1,"10493"
"OID21366",-1.04268722451811,"CES2","O00748",0.05,0.0545,"ONCOLOGY",1,"8824"
"OID21348",0.516448698857927,"YES1","P07947",0.04,0.7291,"ONCOLOGY",1,"7525"
"OID21192",0.891633570215715,"FEN1","P39748",0.18,1.0582,"ONCOLOGY",1,"2237"
"OID21175",1.83072340233379,"HGS","O14964",0.23,0.9913,"ONCOLOGY",1,"9146"
"OID21288",-0.962353391642861,"MPI","P34949",0.08,1.1467,"ONCOLOGY",1,"4351"
"OID21205",2.22526442485802,"ZBTB16","Q05516",0.09,0.6022,"ONCOLOGY",1,"7704"
"OID21493",-2.42965562299984,"TGFBR2","P37173",0.04,0.8989,"ONCOLOGY",1,"7048"
"OID21351",-5.06852169625051,"ICOSLG","O75144",0.03,0.2326,"ONCOLOGY",1,"23308"
"OID21351",-5.06852169625051,"ICOSLG","O75144",0.03,0.2326,"ONCOLOGY",1,"102723996"
"OID21502",-1.44848754046554,"ADAMTS8","Q9UP79",0.04,-0.2308,"ONCOLOGY",1,"11095"
"OID21447",0.743809636297223,"TACSTD2","P09758",0.03,0.6494,"ONCOLOGY",1,"4070"
"OID21379",-1.39655255724796,"GCNT1","Q02742",0.04,0.9056,"ONCOLOGY",1,"2650"
"OID21441",2.99599223821848,"HS6ST1","O60243",0.11,1.5072,"ONCOLOGY",1,"9394"
"OID21254",2.48601721067152,"SLAMF6","Q96DU3",0.81,1.3103,"ONCOLOGY",1,"114836"
"OID21372",-4.18457715778347,"FAM3B","P58499",0.17,1.2277,"ONCOLOGY",1,"54097"
"OID21407",0.665983156896355,"KLK14","Q9P0G3",0.04,1.7593,"ONCOLOGY",1,"43847"
"OID21196",-1.79230444329606,"KIR2DL3","P43628",0.39,1.2131,"ONCOLOGY",1,"3804"
"OID21250",0.249355868921046,"BAIAP2","Q9UQB8",0.26,1.6867,"ONCOLOGY",1,"10458"
"OID21426",-2.97768036189473,"CNTN2","Q02246",0.04,0.7271,"ONCOLOGY",1,"6900"
"OID21434",2.46173499180308,"APEX1","P27695",0.04,0.4883,"ONCOLOGY",1,"328"
"OID21256",4.2621962953012,"FUS","P35637",0.14,0.0101,"ONCOLOGY",1,"2521"
"OID21454",-1.00762207822656,"LEFTY2","O00292",0.04,1.0707,"ONCOLOGY",1,"7044"
"OID21217",-0.184376776009824,"BIRC2","Q13490",0.88,0.9683,"ONCOLOGY",1,"329"
"OID21203",-1.25105354372311,"RANGAP1","P46060",0.99,0.85,"ONCOLOGY",1,"5905"
"OID21456",0.77206195020228,"CRISP2","P16562",0.03,0.8786,"ONCOLOGY",1,"7180"
"OID21253",0.532736918343776,"MAP3K5","Q99683",0.48,1.6011,"ONCOLOGY",1,"4217"
"OID21347",1.06615122046255,"PPME1","Q9Y570",0.05,1.0065,"ONCOLOGY",1,"51400"
"OID21425",3.69511572098123,"SCLY","Q96I15",0.03,0.4013,"ONCOLOGY",1,"51540"
"OID21228",4.65410954583415,"CLEC6A","Q6EIG7",0.09,0.6669,"ONCOLOGY",1,"93978"
"OID21275",-2.4939353463933,"ADAMTS15","Q8TE58",0.04,0.3631,"ONCOLOGY",1,"170689"
"OID21303",4.38709306236902,"HS3ST3B1","Q9Y662",0.04,0.5118,"ONCOLOGY",1,"9953"
"OID21312",1.41864055981817,"IGSF3","O75054",0.04,0.7737,"ONCOLOGY",1,"3321"
"OID21432",0.208979216285618,"ACP6","Q9NPH0",0.04,0.6334,"ONCOLOGY",1,"51205"
"OID21409",0.415882093624543,"SLITRK2","Q9H156",0.04,0.788,"ONCOLOGY",1,"84631"
"OID21322",6.77216423409957,"ST3GAL1","Q11201",0.04,-0.0055,"ONCOLOGY",1,"6482"
"OID21183",3.78832140107895,"PDGFC","Q9NRA1",0.44,0.3656,"ONCOLOGY",1,"56034"
"OID21376",-0.852749848307889,"GPA33","Q99795",0.1,1.0973,"ONCOLOGY",1,"10223"
"OID21331",3.97027828061988,"ARSB","P15848",0.03,0.566,"ONCOLOGY",1,"411"
"OID21219",-1.04825685750196,"STX6","O43752",0.34,1.0243,"ONCOLOGY",1,"10228"
"OID21225",-0.936920411430743,"PRKRA","O75569",0.39,1.364,"ONCOLOGY",1,"8575"
"OID21408",-2.04956348944677,"HSPB6","O14558",0.04,0.8376,"ONCOLOGY",1,"126393"
"OID21232",1.19882105498987,"TP53","P04637",0.82,0.5931,"ONCOLOGY",1,"7157"
"OID21411",-3.77210157804439,"FGF23","Q9GZV9",0.04,0.7403,"ONCOLOGY",1,"8074"
"OID21328",-4.2516615333195,"CD302","Q8IX05",0.04,1.0574,"ONCOLOGY",1,"9936"
"OID21465",1.13399781567207,"HBEGF","Q99075",0.03,0.8241,"ONCOLOGY",1,"1839"
"OID21464",0.977412241072929,"WIF1","Q9Y5W5",0.04,1.5621,"ONCOLOGY",1,"11197"
"OID21405",-3.21149587618055,"CTSV","O60911",0.13,1.2945,"ONCOLOGY",1,"1515"
"OID21380",-1.12916086211082,"MSLN","Q13421",0.03,1.2226,"ONCOLOGY",1,"10232"
"OID21516",2.39045780281891,"PPY","P01298",0.12,0.7269,"ONCOLOGY",1,"5539"
"OID21284",-6.20446811162097,"SERPINA9","Q86WD7",0.07,0.4038,"ONCOLOGY",1,"327657"
"OID21352",-1.21446210164434,"OMG","P23515",0.27,1.3308,"ONCOLOGY",1,"4974"
"OID21371",0.579430279874206,"GALNT10","Q86SR1",0.04,1.0096,"ONCOLOGY",1,"55568"
"OID21455",1.74610261297406,"HDGF","P51858",0.04,1.4966,"ONCOLOGY",1,"3068"
"OID21528",5.08066057190576,"CEACAM1","P13688",0.03,2.0655,"ONCOLOGY",1,"634"
"OID21403",3.74450796308171,"TRIAP1","O43715",0.04,0.2482,"ONCOLOGY",1,"51499"
"OID21290",0.785842472135803,"LPCAT2","Q7L5N7",0.79,0.3762,"ONCOLOGY",1,"54947"
"OID21316",3.53417205153786,"CD38","P28907",0.03,0.6895,"ONCOLOGY",1,"952"
"OID21484",-4.22652132643194,"L1CAM","P32004",0.04,-0.0192,"ONCOLOGY",1,"3897"
"OID21476",1.46481419389242,"ATOX1","O00244",0.06,0.4599,"ONCOLOGY",1,"475"
"OID21278",3.95857809027967,"SF3B4","Q15427",0.04,0.0779,"ONCOLOGY",1,"10262"
"OID21474",-1.609994838353,"DCBLD2","Q96PD2",0.04,0.5206,"ONCOLOGY",1,"131566"
"OID21489",2.23461104677542,"MDK","P21741",0.04,0.1019,"ONCOLOGY",1,"4192"
"OID21504",2.6354308765066,"IL13RA1","P78552",0.04,1.0755,"ONCOLOGY",1,"3597"
"OID21277",1.18332316789086,"STAT5B","P51692",0.04,1.72,"ONCOLOGY",1,"6777"
"OID21399",0.505643669245038,"DCTN1","Q14203",0.05,0.9104,"ONCOLOGY",1,"1639"
"OID21482",-1.97237327235114,"TNFRSF12A","Q9NP84",0.03,0.2242,"ONCOLOGY",1,"51330"
"OID21298",-6.1240178645104,"CD207","Q9UJ71",0.23,0.9224,"ONCOLOGY",1,"50489"
"OID21393",-6.42592107046357,"ITGB7","P26010",0.04,-0.6443,"ONCOLOGY",1,"3695"
"OID21486",-2.71585302602633,"NBL1","P41271",0.07,1.3208,"ONCOLOGY",1,"4681"
"OID21486",-2.71585302602633,"NBL1","P41271",0.07,1.3208,"ONCOLOGY",1,"100532736"
"OID21194",-0.541088434686582,"RASSF2","P50749",0.46,0.8606,"ONCOLOGY",1,"9770"
"OID21410",5.02120421755476,"DPY30","Q9C005",0.19,0.4762,"ONCOLOGY",1,"84661"
"OID21488",-1.42351270611986,"SEZ6L","Q9BYH1",0.06,0.586,"ONCOLOGY",1,"23544"
"OID21390",0.900542159000806,"SIGLEC9","Q9Y336",0.03,-0.0557,"ONCOLOGY",1,"27180"
"OID21421",6.2043446821491,"VWA1","Q6PCB0",0.03,0.656,"ONCOLOGY",1,"64856"
"OID21401",-1.68225005100698,"CA14","Q9ULX7",0.03,0.3709,"ONCOLOGY",1,"23632"
"OID21487",2.89892992720668,"PODXL2","Q9NZ53",0.03,0.4508,"ONCOLOGY",1,"50512"
"OID21297",-0.274026692862907,"COX5B","P10606",0.12,0.7654,"ONCOLOGY",1,"1329"
"OID21501",1.53997783554866,"CIAPIN1","Q6FI81",0.03,0.1703,"ONCOLOGY",1,"57019"
"OID21218",2.68916117088647,"SFTPA2","Q8IWL1",0.1,1.427,"ONCOLOGY",1,"729238"
"OID21171",0.729949167231692,"CEACAM5","P06731",0.64,1.715,"ONCOLOGY",1,"1048"
"OID21490",-2.52015444193944,"NECTIN4","Q96NY8",0.04,0.6891,"ONCOLOGY",1,"81607"
"OID21169",-1.06091000818024,"PSRC1","Q6PGN9",0.73,0.5584,"ONCOLOGY",1,"84722"
"OID21323",0.276837658051891,"ERBIN","Q96RT1",0.21,0.567,"ONCOLOGY",1,"55914"
"OID21494",4.92888471784527,"NELL1","Q92832",0.03,0.4773,"ONCOLOGY",1,"4745"
"OID21509",0.567329170995312,"P4HB","P07237",0.04,2.1109,"ONCOLOGY",1,"5034"
"OID21281",0.181298448457978,"VPS53","Q5VIR6",0.32,0.3876,"ONCOLOGY",1,"55275"
"OID21335",-1.03073325239896,"DRG2","P55039",0.41,0.3174,"ONCOLOGY",1,"1819"
"OID21388",-2.44346470124236,"NPY","P01303",0.03,-0.603,"ONCOLOGY",1,"4852"
"OID21326",0.590872547415576,"STX4","Q12846",0.04,0.2395,"ONCOLOGY",1,"6810"
"OID21314",0.786119159651193,"INPPL1","O15357",0.11,0.5304,"ONCOLOGY",1,"3636"
"OID21419",-4.74148226874362,"CLMP","Q9H6B4",0.04,0.4306,"ONCOLOGY",1,"79827"
"OID21442",1.37526998910874,"FXN","Q16595",0.07,0.4881,"ONCOLOGY",1,"2395"
"OID21286",-0.469438755079338,"TBC1D23","Q9NUY8",0.58,0.5232,"ONCOLOGY",1,"55773"
"OID21459",1.94548967469145,"HAGH","Q16775",0.09,1.1628,"ONCOLOGY",1,"3029"
"OID21305",-0.0900633299573167,"DPEP2","Q9H4A9",0.03,0.4371,"ONCOLOGY",1,"64174"
"OID21265",-3.55093681963806,"CD28","P10747",0.29,1.0189,"ONCOLOGY",1,"940"
"OID21406",-2.03558482282192,"LGALS7_LGALS7B","P47929",0.08,2.686,"ONCOLOGY",1,"3963"
"OID21406",-2.03558482282192,"LGALS7_LGALS7B","P47929",0.08,2.686,"ONCOLOGY",1,"653499"
"OID21307",-0.498881534103243,"MME","P08473",0.05,1.2451,"ONCOLOGY",1,"4311"
"OID21163",-0.406930883599352,"RABEPK","Q7Z6M1",0.75,0.7127,"ONCOLOGY",1,"10244"
"OID21301",0.673870751703865,"FLT1","P17948",0.04,1.0548,"ONCOLOGY",1,"2321"
"OID21222",0.0938893768554887,"SH2B3","Q9UQQ2",0.47,1.4451,"ONCOLOGY",1,"10019"
"OID21321",-3.32021974792416,"TAFA5","Q7Z5A7",0.5,0.6692,"ONCOLOGY",1,"25817"
"OID21392",0.00373997202982092,"CPE","P16870",0.04,0.5097,"ONCOLOGY",1,"1363"
"OID21431",2.45647466253286,"CAPG","P40121",0.03,0.8883,"ONCOLOGY",1,"822"
"OID21526",-3.07539777844316,"KLK6","Q92876",0.03,0.3327,"ONCOLOGY",1,"5653"
"OID21450",-2.27762253728357,"SPINK6","Q6UWN8",0.04,1.089,"ONCOLOGY",1,"404203"
"OID21518",-3.75394472469441,"KLK11","Q9UBX7",0.04,-0.4568,"ONCOLOGY",1,"11012"
"OID21221",-0.166096903777622,"PSMA1","P25786",0.98,0.722,"ONCOLOGY",1,"5682"
"OID21261",0.471976743469322,"CFC1","P0CG37",0.38,1.423,"ONCOLOGY",1,"55997"
"OID21170",0.0718689129551865,"STX16","O14662",0.69,0.9738,"ONCOLOGY",1,"8675"
"OID21469",-2.83915330842696,"CD300LF","Q8TDQ1",0.03,1.2076,"ONCOLOGY",1,"146722"
